Time (d), pH-MC1, Time (d), DO-MC1, Time (d), pH-MC2, Time (d), DO-MC2
  20.190081,  6.85,   20.141539,  7.17,   20.204109,  7.01,   20.252789,  7.10
  20.197025,  6.85,   20.148483,  7.16,   20.211054,  7.01,   20.259733,  7.10
  20.203970,  6.85,   20.155428,  7.16,   20.217999,  7.01,   20.266678,  7.10
  20.210915,  6.85,   20.162373,  7.15,   20.224941,  7.01,   20.273623,  7.10
  20.217859,  6.85,   20.169317,  7.16,   20.231886,  7.01,   20.280567,  7.10
  20.224804,  6.85,   20.176262,  7.16,   20.238831,  7.01,   20.287512,  7.11
  20.231749,  6.85,   20.183207,  7.16,   20.245775,  7.01,   20.294456,  7.11
  20.238691,  6.85,   20.190151,  7.15,   20.252720,  7.01,   20.301401,  7.10
  20.245636,  6.85,   20.197094,  7.16,   20.259665,  7.01,   20.308346,  7.10
  20.252581,  6.85,   20.204039,  7.15,   20.266609,  7.01,   20.315289,  7.11
  20.259525,  6.85,   20.210983,  7.15,   20.273554,  7.01,   20.322233,  7.11
  20.266470,  6.85,   20.217928,  7.15,   20.280499,  7.01,   20.329178,  7.11
  20.273415,  6.85,   20.224873,  7.15,   20.287441,  7.01,   20.336123,  7.11
  20.280359,  6.85,   20.231817,  7.15,   20.294386,  7.01,   20.343067,  7.11
  20.287304,  6.85,   20.238762,  7.15,   20.301331,  7.01,   20.350012,  7.11
  20.294249,  6.85,   20.245707,  7.15,   20.308275,  7.01,   20.356956,  7.11
  20.301191,  6.85,   20.252651,  7.15,   20.315220,  7.01,   20.363901,  7.11
  20.308136,  6.85,   20.259594,  7.15,   20.322165,  7.01,   20.370846,  7.10
  20.315081,  6.85,   20.266539,  7.15,   20.329109,  7.01,   20.377789,  7.11
  20.322025,  6.85,   20.273483,  7.15,   20.336054,  7.01,   20.384733,  7.11
  20.328970,  6.85,   20.280428,  7.15,   20.342999,  7.01,   20.391678,  7.11
  20.335915,  6.85,   20.287373,  7.15,   20.349941,  7.01,   20.398623,  7.12
  20.342859,  6.85,   20.294317,  7.15,   20.356886,  7.01,   20.405567,  7.11
  20.349804,  6.85,   20.301262,  7.15,   20.363831,  7.01,   20.412512,  7.11
  20.356749,  6.85,   20.308207,  7.14,   20.370775,  7.01,   20.419456,  7.12
  20.363691,  6.85,   20.315151,  7.14,   20.377720,  7.01,   20.426401,  7.10
  20.370636,  6.85,   20.322094,  7.14,   20.384665,  7.01,   20.433346,  7.11
  20.377581,  6.85,   20.329039,  7.15,   20.391609,  7.01,   20.440289,  7.11
  20.384525,  6.85,   20.335983,  7.15,   20.398554,  7.01,   20.447233,  7.11
  20.391470,  6.85,   20.342928,  7.14,   20.405499,  7.01,   20.454178,  7.11
  20.398415,  6.85,   20.349873,  7.15,   20.412441,  7.01,   20.461123,  7.11
  20.405359,  6.85,   20.356817,  7.14,   20.419386,  7.01,   20.468067,  7.11
  20.412304,  6.85,   20.363762,  7.15,   20.426331,  7.01,   20.475012,  7.11
  20.419249,  6.85,   20.370707,  7.14,   20.433275,  7.01,   20.481956,  7.12
  20.426191,  6.85,   20.377651,  7.14,   20.440220,  7.01,   20.488901,  7.11
  20.433136,  6.85,   20.384594,  7.14,   20.447165,  7.01,   20.495846,  7.11
  20.440081,  6.85,   20.391539,  7.14,   20.454109,  7.01,   20.502789,  7.11
  20.447025,  6.85,   20.398483,  7.14,   20.461054,  7.01,   20.509733,  7.11
  20.453970,  6.85,   20.405428,  7.14,   20.467999,  7.01,   20.516678,  7.11
  20.460915,  6.85,   20.412373,  7.14,   20.474941,  7.01,   20.523623,  7.11
  20.467859,  6.85,   20.419317,  7.14,   20.481886,  7.01,   20.530567,  7.11
  20.474804,  6.85,   20.426262,  7.13,   20.488831,  7.01,   20.537512,  7.11
  20.481749,  6.85,   20.433207,  7.13,   20.495775,  7.01,   20.544456,  7.11
  20.488691,  6.85,   20.440151,  7.13,   20.502720,  7.01,   20.551401,  7.11
  20.495636,  6.85,   20.447094,  7.13,   20.509665,  7.01,   20.558346,  7.11
  20.502581,  6.85,   20.454039,  7.13,   20.516609,  7.01,   20.565289,  7.11
  20.509525,  6.85,   20.460983,  7.13,   20.523554,  7.01,   20.572233,  7.11
  20.516470,  6.85,   20.467928,  7.13,   20.530499,  7.01,   20.579178,  7.11
  20.523415,  6.85,   20.474873,  7.13,   20.537441,  7.01,   20.586123,  7.11
  20.530359,  6.85,   20.481817,  7.12,   20.544386,  7.01,   20.593067,  7.11
  20.537304,  6.85,   20.488762,  7.12,   20.551331,  7.01,   20.600012,  7.11
  20.544249,  6.85,   20.495707,  7.12,   20.558275,  7.01,   20.606956,  7.11
  20.551191,  6.85,   20.502651,  7.12,   20.565220,  7.01,   20.613901,  7.11
  20.558136,  6.85,   20.509594,  7.12,   20.572176,  7.01,   20.620846,  7.11
  20.565081,  6.85,   20.516539,  7.12,   20.579109,  7.01,   20.627789,  7.11
  20.572025,  6.85,   20.523483,  7.12,   20.586054,  7.01,   20.634733,  7.11
  20.578970,  6.85,   20.530428,  7.13,   20.592999,  7.01,   20.641678,  7.11
  20.585915,  6.85,   20.537373,  7.12,   20.599955,  7.01,   20.648623,  7.11
  20.592859,  6.85,   20.544317,  7.12,   20.606886,  7.01,   20.655567,  7.11
  20.599804,  6.85,   20.551262,  7.12,   20.613831,  7.01,   20.662512,  7.11
  20.606749,  6.85,   20.558207,  7.11,   20.620775,  7.01,   20.669456,  7.11
  20.613691,  6.85,   20.565151,  7.11,   20.627731,  7.01,   20.676401,  7.12
  20.620636,  6.85,   20.572094,  7.11,   20.634676,  7.01,   20.683346,  7.12
  20.627581,  6.85,   20.579039,  7.12,   20.641609,  7.01,   20.690289,  7.10
  20.634525,  6.85,   20.585983,  7.11,   20.648565,  7.01,   20.697233,  7.10
  20.641470,  6.85,   20.592928,  7.11,   20.655499,  7.01,   20.704178,  7.10
  20.648415,  6.85,   20.599873,  7.11,   20.662441,  7.01,   20.711123,  7.10
  20.655359,  6.86,   20.606817,  7.11,   20.669386,  7.01,   20.718067,  7.09
  20.662304,  6.86,   20.613762,  7.11,   20.676331,  7.01,   20.725012,  7.09
  20.669249,  6.86,   20.620707,  7.11,   20.683275,  7.01,   20.731956,  7.10
  20.676191,  6.86,   20.627651,  7.11,   20.690220,  7.01,   20.738901,  7.09
  20.683136,  6.86,   20.634594,  7.09,   20.697165,  7.01,   20.745846,  7.10
  20.690081,  6.86,   20.641539,  7.10,   20.704109,  7.01,   20.752789,  7.09
  20.697025,  6.86,   20.648483,  7.11,   20.711054,  7.01,   20.759733,  7.11
  20.703970,  6.86,   20.655428,  7.11,   20.717999,  7.01,   20.766678,  7.12
  20.710915,  6.86,   20.662373,  7.11,   20.724955,  7.01,   20.773623,  7.10
  20.717859,  6.86,   20.669317,  7.12,   20.731886,  7.01,   20.780567,  7.11
  20.724804,  6.86,   20.676262,  7.11,   20.738831,  7.01,   20.787512,  7.10
  20.731749,  6.86,   20.683207,  7.11,   20.745775,  7.01,   20.794456,  7.12
  20.738691,  6.86,   20.690151,  7.13,   20.752720,  7.01,   20.801401,  7.14
  20.745636,  6.86,   20.697094,  7.13,   20.759665,  7.02,   20.808346,  7.16
  20.752581,  6.85,   20.704039,  7.12,   20.766609,  7.02,   20.815289,  7.18
  20.759525,  6.86,   20.710983,  7.13,   20.773554,  7.02,   20.822233,  7.19
  20.766470,  6.86,   20.717928,  7.13,   20.779144,  7.02,   20.829178,  7.21
  20.773415,  6.86,   20.724873,  7.12,   20.780499,  7.02,   20.836123,  7.23
  20.779062,  6.87,   20.731829,  7.12,   20.787441,  7.02,   20.843067,  7.23
  20.780359,  6.87,   20.738762,  7.12,   20.794386,  7.03,   20.850012,  7.24
  20.787304,  6.87,   20.745707,  7.12,   20.801331,  7.03,   20.856956,  7.25
  20.794249,  6.89,   20.752651,  7.12,   20.808275,  7.04,   20.863901,  7.26
  20.801191,  6.90,   20.759594,  7.11,   20.815220,  7.04,   20.870846,  7.26
  20.808136,  6.91,   20.766539,  7.12,   20.822165,  7.04,   20.877789,  7.27
  20.815081,  6.92,   20.773483,  7.11,   20.829109,  7.04,   20.884733,  7.27
  20.822025,  6.92,   20.780428,  7.08,   20.836054,  7.04,   20.891678,  7.27
  20.828970,  6.93,   20.787373,  7.09,   20.842999,  7.05,   20.898623,  7.27
  20.835915,  6.94,   20.794317,  7.10,   20.849941,  7.05,   20.905567,  7.28
  20.842859,  6.94,   20.801262,  7.10,   20.856886,  7.05,   20.912512,  7.28
  20.849804,  6.94,   20.808207,  7.11,   20.863842,  7.05,   20.919456,  7.28
  20.856749,  6.95,   20.815151,  7.13,   20.870775,  7.05,   20.926401,  7.27
  20.863691,  6.95,   20.822094,  7.13,   20.877720,  7.05,   20.933346,  7.27
  20.870636,  6.96,   20.829039,  7.14,   20.884665,  7.05,   20.940289,  7.27
  20.877581,  6.96,   20.835983,  7.15,   20.891609,  7.05,   20.947233,  7.27
  20.884525,  6.96,   20.842928,  7.15,   20.898565,  7.06,   20.954178,  7.27
  20.891470,  6.96,   20.849873,  7.15,   20.905499,  7.06,   20.961123,  7.26
  20.898415,  6.97,   20.856817,  7.14,   20.912441,  7.06,   20.968067,  7.26
  20.905359,  6.97,   20.863762,  7.15,   20.919386,  7.06,   20.975012,  7.26
  20.912304,  6.97,   20.870707,  7.15,   20.926331,  7.06,   20.981956,  7.25
  20.919249,  6.97,   20.877651,  7.15,   20.933275,  7.07,   20.988901,  7.25
  20.926191,  6.98,   20.884594,  7.15,   20.940220,  7.07,   20.995846,  7.25
  20.933136,  6.98,   20.891539,  7.15,   20.947165,  7.07,   21.002789,  7.24
  20.940081,  6.98,   20.898483,  7.14,   20.954109,  7.07,   21.009733,  7.25
  20.947025,  6.98,   20.905428,  7.14,   20.961054,  7.07,   21.016678,  7.24
  20.953970,  6.98,   20.912373,  7.14,   20.967999,  7.07,   21.023623,  7.24
  20.960915,  6.98,   20.919317,  7.13,   20.974941,  7.07,   21.030567,  7.23
  20.967859,  6.98,   20.926262,  7.12,   20.981886,  7.07,   21.037512,  7.23
  20.974804,  6.99,   20.933207,  7.12,   20.988831,  7.08,   21.044456,  7.22
  20.981749,  6.99,   20.940151,  7.11,   20.995775,  7.08,   21.051401,  7.21
  20.988691,  6.99,   20.947094,  7.10,   21.002720,  7.08,   21.058346,  7.21
  20.995636,  6.99,   20.954039,  7.09,   21.009665,  7.08,   21.065289,  7.20
  21.002581,  6.99,   20.960983,  7.08,   21.016609,  7.08,   21.072233,  7.19
  21.009525,  6.99,   20.967928,  7.07,   21.023554,  7.08,   21.079178,  7.19
  21.016470,  7.00,   20.974873,  7.06,   21.030499,  7.08,   21.086123,  7.18
  21.023415,  7.00,   20.981817,  7.05,   21.037441,  7.09,   21.093067,  7.17
  21.030359,  7.00,   20.988762,  7.04,   21.044386,  7.09,   21.100012,  7.17
  21.037304,  7.00,   20.995707,  7.03,   21.051331,  7.09,   21.106956,  7.16
  21.044249,  7.00,   21.002651,  7.02,   21.058275,  7.09,   21.113901,  7.15
  21.051191,  7.00,   21.009594,  7.01,   21.065220,  7.09,   21.120846,  7.15
  21.058136,  7.00,   21.016539,  6.99,   21.072165,  7.09,   21.127789,  7.13
  21.065081,  7.00,   21.023483,  6.98,   21.079109,  7.09,   21.134733,  7.12
  21.072025,  7.00,   21.030428,  6.97,   21.086054,  7.09,   21.141678,  7.11
  21.078970,  7.00,   21.037373,  6.95,   21.092999,  7.10,   21.148623,  7.11
  21.085915,  7.00,   21.044317,  6.94,   21.099941,  7.10,   21.155567,  7.10
  21.092859,  7.00,   21.051262,  6.92,   21.106886,  7.10,   21.162512,  7.09
  21.099804,  7.00,   21.058207,  6.90,   21.113831,  7.10,   21.169456,  7.07
  21.106749,  7.00,   21.065151,  6.88,   21.120775,  7.10,   21.176401,  7.06
  21.113691,  7.01,   21.072094,  6.87,   21.127720,  7.10,   21.183346,  7.05
  21.120636,  7.01,   21.079039,  6.85,   21.134665,  7.10,   21.190289,  7.04
  21.127581,  7.00,   21.085983,  6.83,   21.141609,  7.10,   21.197233,  7.01
  21.134525,  7.00,   21.092928,  6.81,   21.148554,  7.11,   21.204178,  7.00
  21.141470,  7.00,   21.099873,  6.79,   21.155499,  7.11,   21.211123,  7.00
  21.148415,  7.00,   21.106817,  6.77,   21.162441,  7.11,   21.218067,  6.97
  21.155359,  7.00,   21.113762,  6.75,   21.169386,  7.11,   21.225012,  6.96
  21.162304,  7.00,   21.120707,  6.72,   21.176331,  7.11,   21.231956,  6.94
  21.169249,  7.00,   21.127651,  6.70,   21.183275,  7.12,   21.238901,  6.92
  21.176191,  7.00,   21.134594,  6.68,   21.190220,  7.12,   21.245846,  6.91
  21.183136,  7.00,   21.141539,  6.66,   21.197165,  7.12,   21.252789,  6.89
  21.190081,  7.00,   21.148483,  6.64,   21.204109,  7.12,   21.259733,  6.86
  21.197025,  7.00,   21.155428,  6.62,   21.211054,  7.12,   21.266678,  6.84
  21.203970,  7.01,   21.162373,  6.59,   21.217999,  7.13,   21.273623,  6.82
  21.210915,  7.01,   21.169317,  6.58,   21.224941,  7.13,   21.280567,  6.80
  21.217859,  7.01,   21.176262,  6.55,   21.231886,  7.13,   21.287512,  6.78
  21.224804,  7.01,   21.183207,  6.53,   21.238831,  7.13,   21.294456,  6.76
  21.231749,  7.01,   21.190151,  6.51,   21.245775,  7.13,   21.301401,  6.74
  21.238691,  7.01,   21.197094,  6.48,   21.252720,  7.14,   21.308346,  6.71
  21.245636,  7.02,   21.204039,  6.47,   21.259665,  7.14,   21.315289,  6.69
  21.252581,  7.02,   21.210983,  6.44,   21.266609,  7.14,   21.322233,  6.66
  21.259525,  7.02,   21.217928,  6.42,   21.273554,  7.14,   21.329178,  6.64
  21.266470,  7.02,   21.224873,  6.40,   21.280499,  7.14,   21.336123,  6.61
  21.273415,  7.02,   21.231817,  6.38,   21.287441,  7.15,   21.343067,  6.58
  21.280359,  7.02,   21.238762,  6.35,   21.294386,  7.15,   21.350012,  6.56
  21.287304,  7.02,   21.245707,  6.33,   21.301331,  7.15,   21.356956,  6.53
  21.294249,  7.02,   21.252651,  6.31,   21.308275,  7.15,   21.363901,  6.49
  21.301191,  7.02,   21.259594,  6.29,   21.315220,  7.16,   21.370846,  6.47
  21.308136,  7.02,   21.266539,  6.26,   21.322165,  7.16,   21.377789,  6.44
  21.315081,  7.02,   21.273483,  6.24,   21.329109,  7.16,   21.384733,  6.40
  21.322025,  7.02,   21.280428,  6.22,   21.336054,  7.17,   21.391678,  6.36
  21.328970,  7.02,   21.287373,  6.19,   21.342999,  7.17,   21.398623,  6.34
  21.335915,  7.02,   21.294317,  6.18,   21.349941,  7.17,   21.405567,  6.29
  21.342859,  7.03,   21.301262,  6.15,   21.356886,  7.18,   21.412512,  6.26
  21.349804,  7.03,   21.308207,  6.13,   21.363831,  7.18,   21.419456,  6.23
  21.356749,  7.03,   21.315151,  6.11,   21.370775,  7.19,   21.426401,  6.18
  21.363691,  7.03,   21.322094,  6.08,   21.377720,  7.19,   21.433346,  6.14
  21.370636,  7.03,   21.329039,  6.06,   21.384665,  7.20,   21.440289,  6.10
  21.377581,  7.03,   21.335983,  6.04,   21.391609,  7.20,   21.447233,  6.07
  21.384525,  7.03,   21.342928,  6.01,   21.398554,  7.20,   21.454178,  6.02
  21.391470,  7.03,   21.349873,  6.01,   21.405499,  7.21,   21.461123,  5.97
  21.398415,  7.03,   21.356817,  5.99,   21.412441,  7.21,   21.468067,  5.94
  21.405359,  7.03,   21.363762,  5.98,   21.419386,  7.22,   21.475012,  5.90
  21.412304,  7.02,   21.370707,  5.94,   21.426331,  7.22,   21.481956,  5.86
  21.419249,  7.02,   21.377651,  5.93,   21.433275,  7.23,   21.488901,  5.82
  21.426191,  7.02,   21.384594,  5.91,   21.440220,  7.24,   21.495846,  5.76
  21.433136,  7.02,   21.391539,  5.89,   21.447165,  7.24,   21.502789,  5.73
  21.440081,  7.02,   21.398483,  5.87,   21.454109,  7.25,   21.509733,  5.69
  21.447025,  7.02,   21.405428,  5.85,   21.461054,  7.25,   21.516678,  5.63
  21.453970,  7.02,   21.412373,  5.84,   21.467999,  7.26,   21.523623,  5.58
  21.460915,  7.02,   21.419317,  5.82,   21.474941,  7.27,   21.530567,  5.54
  21.467859,  7.02,   21.426262,  5.81,   21.481886,  7.27,   21.537512,  5.49
  21.474804,  7.02,   21.433207,  5.80,   21.488831,  7.28,   21.544456,  5.45
  21.481749,  7.01,   21.440151,  5.78,   21.495775,  7.29,   21.551401,  5.41
  21.488691,  7.01,   21.447094,  5.77,   21.502720,  7.30,   21.558346,  5.36
  21.495636,  7.01,   21.454039,  5.76,   21.509665,  7.31,   21.565289,  5.33
  21.502581,  7.01,   21.460983,  5.74,   21.516609,  7.31,   21.572233,  5.28
  21.509525,  7.01,   21.467928,  5.73,   21.523554,  7.32,   21.579178,  5.25
  21.516470,  7.00,   21.474873,  5.74,   21.530499,  7.33,   21.586123,  5.21
  21.523415,  7.00,   21.481817,  5.73,   21.537441,  7.34,   21.593067,  5.17
  21.530359,  7.00,   21.488762,  5.71,   21.544386,  7.34,   21.600012,  5.13
  21.537304,  6.99,   21.495707,  5.70,   21.551331,  7.35,   21.606956,  5.10
  21.544249,  6.99,   21.502651,  5.69,   21.558275,  7.36,   21.613901,  5.06
  21.551191,  6.99,   21.509594,  5.68,   21.565220,  7.37,   21.620846,  5.03
  21.558136,  6.99,   21.516539,  5.68,   21.572165,  7.37,   21.627789,  4.99
  21.565081,  6.98,   21.523483,  5.67,   21.579109,  7.38,   21.634733,  4.96
  21.572025,  6.98,   21.530428,  5.66,   21.586054,  7.38,   21.641678,  4.92
  21.578970,  6.98,   21.537373,  5.65,   21.592999,  7.39,   21.648623,  4.90
  21.585915,  6.98,   21.544317,  5.65,   21.599941,  7.39,   21.655567,  4.86
  21.592859,  6.97,   21.551262,  5.64,   21.606886,  7.40,   21.662512,  4.81
  21.599804,  6.97,   21.558207,  5.64,   21.613831,  7.40,   21.669456,  4.80
  21.606749,  6.97,   21.565151,  5.63,   21.620775,  7.41,   21.676401,  4.76
  21.613691,  6.97,   21.572094,  5.62,   21.627720,  7.41,   21.683346,  4.74
  21.620636,  6.97,   21.579039,  5.62,   21.634665,  7.42,   21.690289,  4.71
  21.627581,  6.96,   21.585983,  5.62,   21.641609,  7.42,   21.697233,  4.67
  21.634525,  6.96,   21.592928,  5.63,   21.648554,  7.43,   21.704178,  4.63
  21.641470,  6.95,   21.599873,  5.57,   21.655499,  7.43,   21.711123,  4.60
  21.648415,  6.95,   21.606817,  5.55,   21.662441,  7.43,   21.718067,  4.57
  21.655359,  6.95,   21.613762,  5.47,   21.669386,  7.44,   21.725012,  4.69
  21.662304,  6.94,   21.620707,  5.47,   21.676331,  7.44,   21.731956,  4.64
  21.669249,  6.94,   21.627651,  5.47,   21.683275,  7.44,   21.738901,  4.60
  21.676191,  6.94,   21.634594,  5.47,   21.690220,  7.45,   21.745846,  4.56
  21.683136,  6.93,   21.641539,  5.50,   21.697165,  7.45,   21.752789,  4.52
  21.690081,  6.93,   21.648483,  5.47,   21.704109,  7.45,   21.759733,  4.47
  21.697025,  6.93,   21.655428,  5.51,   21.711054,  7.46,   21.766678,  4.42
  21.703970,  6.93,   21.662373,  5.49,   21.717999,  7.46,   21.773623,  4.39
  21.710915,  6.92,   21.669317,  5.52,   21.724941,  7.45,   21.780567,  4.36
  21.717859,  6.92,   21.676262,  5.53,   21.731886,  7.43,   21.787512,  4.33
  21.724804,  6.92,   21.683207,  5.53,   21.738831,  7.41,   21.794456,  4.29
  21.731749,  6.92,   21.690151,  5.58,   21.745775,  7.40,   21.801401,  4.25
  21.738691,  6.93,   21.697094,  5.60,   21.752720,  7.40,   21.808346,  4.23
  21.745636,  6.93,   21.704039,  5.61,   21.759665,  7.40,   21.815289,  4.19
  21.752581,  6.93,   21.710983,  5.61,   21.766609,  7.40,   21.822233,  4.15
  21.759525,  6.93,   21.717928,  5.62,   21.773554,  7.40,   21.829178,  4.17
  21.766470,  6.93,   21.724873,  5.67,   21.780499,  7.41,   21.836123,  4.16
  21.773415,  6.92,   21.731817,  5.67,   21.787441,  7.42,   21.843067,  4.16
  21.780359,  6.92,   21.738762,  5.68,   21.794386,  7.43,   21.850012,  4.15
  21.787304,  6.92,   21.745707,  5.66,   21.801331,  7.44,   21.856956,  4.14
  21.794249,  6.92,   21.752651,  5.67,   21.808275,  7.45,   21.863901,  4.12
  21.801191,  6.91,   21.759594,  5.66,   21.815220,  7.47,   21.870846,  4.10
  21.808136,  6.91,   21.766539,  5.67,   21.822165,  7.48,   21.877789,  4.06
  21.815081,  6.91,   21.773483,  5.68,   21.829109,  7.49,   21.884733,  4.06
  21.822025,  6.90,   21.780428,  5.68,   21.836054,  7.50,   21.891678,  4.05
  21.828970,  6.91,   21.787373,  5.68,   21.842999,  7.52,   21.898623,  4.02
  21.835915,  6.90,   21.794317,  5.68,   21.849941,  7.53,   21.905567,  4.00
  21.842859,  6.90,   21.801262,  5.68,   21.856886,  7.53,   21.912512,  3.97
  21.849804,  6.89,   21.808207,  5.68,   21.863831,  7.54,   21.919456,  3.97
  21.856749,  6.89,   21.815151,  5.67,   21.870775,  7.55,   21.926401,  3.94
  21.863691,  6.89,   21.822094,  5.64,   21.877720,  7.56,   21.933346,  3.92
  21.870636,  6.88,   21.829039,  5.69,   21.884665,  7.56,   21.940289,  3.89
  21.877581,  6.88,   21.835983,  5.68,   21.891609,  7.57,   21.947233,  3.88
  21.884525,  6.88,   21.842928,  5.70,   21.898554,  7.58,   21.954178,  3.84
  21.891470,  6.87,   21.849873,  5.70,   21.905499,  7.58,   21.961123,  3.81
  21.898415,  6.87,   21.856817,  5.70,   21.912441,  7.59,   21.968067,  3.82
  21.905359,  6.87,   21.863762,  5.72,   21.919386,  7.59,   21.975012,  3.78
  21.912304,  6.86,   21.870707,  5.71,   21.926331,  7.59,   21.981956,  3.78
  21.919249,  6.86,   21.877651,  5.71,   21.933275,  7.60,   21.988901,  3.75
  21.926191,  6.86,   21.884594,  5.71,   21.940220,  7.60,   21.995846,  3.73
  21.933136,  6.85,   21.891539,  5.70,   21.947165,  7.60,   22.002789,  3.72
  21.940081,  6.85,   21.898483,  5.69,   21.954109,  7.61,   22.009733,  3.71
  21.947025,  6.85,   21.905428,  5.68,   21.961054,  7.61,   22.016678,  3.69
  21.953970,  6.84,   21.912373,  5.70,   21.967999,  7.62,   22.023623,  3.68
  21.960915,  6.84,   21.919317,  5.69,   21.974941,  7.62,   22.030567,  3.63
  21.967859,  6.84,   21.926262,  5.69,   21.981886,  7.62,   22.037512,  3.65
  21.974804,  6.84,   21.933207,  5.70,   21.988831,  7.62,   22.044456,  3.66
  21.981749,  6.83,   21.940151,  5.68,   21.995775,  7.63,   22.051401,  3.64
  21.988691,  6.83,   21.947094,  5.67,   22.002720,  7.63,   22.058346,  3.65
  21.995636,  6.83,   21.954039,  5.66,   22.009665,  7.63,   22.065289,  3.63
  22.002581,  6.83,   21.960983,  5.64,   22.016609,  7.63,   22.072233,  3.67
  22.009525,  6.82,   21.967928,  5.68,   22.023554,  7.64,   22.079178,  3.67
  22.016470,  6.82,   21.974873,  5.69,   22.030499,  7.64,   22.086123,  3.69
  22.023415,  6.82,   21.981817,  5.68,   22.037441,  7.64,   22.093067,  3.71
  22.030359,  6.81,   21.988762,  5.68,   22.044386,  7.64,   22.100012,  3.73
  22.037304,  6.81,   21.995707,  5.69,   22.051331,  7.63,   22.106956,  3.74
  22.044249,  6.81,   22.002651,  5.68,   22.058275,  7.64,   22.113901,  3.77
  22.051191,  6.81,   22.009594,  5.68,   22.065220,  7.63,   22.120846,  3.79
  22.058136,  6.81,   22.016539,  5.67,   22.072165,  7.62,   22.127789,  3.79
  22.065081,  6.80,   22.023483,  5.67,   22.079109,  7.62,   22.134733,  3.79
  22.072025,  6.80,   22.030428,  5.67,   22.086054,  7.61,   22.141678,  3.78
  22.078970,  6.80,   22.037373,  5.66,   22.092999,  7.59,   22.148623,  3.78
  22.085915,  6.79,   22.044317,  5.65,   22.099941,  7.58,   22.155567,  3.74
  22.092859,  6.79,   22.051262,  5.66,   22.106886,  7.57,   22.162512,  3.74
  22.099804,  6.78,   22.058207,  5.66,   22.113831,  7.55,   22.169456,  3.70
  22.106749,  6.78,   22.065151,  5.66,   22.120775,  7.53,   22.176401,  3.69
  22.113691,  6.78,   22.072094,  5.66,   22.127720,  7.52,   22.183346,  3.64
  22.120636,  6.78,   22.079039,  5.66,   22.134665,  7.50,   22.190289,  3.61
  22.127581,  6.77,   22.085983,  5.65,   22.141609,  7.48,   22.197233,  3.54
  22.134525,  6.77,   22.092928,  5.65,   22.148554,  7.46,   22.204178,  3.49
  22.141470,  6.77,   22.099873,  5.64,   22.155499,  7.45,   22.211123,  3.44
  22.148415,  6.77,   22.106817,  5.64,   22.162441,  7.44,   22.218067,  3.40
  22.155359,  6.76,   22.113762,  5.63,   22.169386,  7.42,   22.225012,  3.35
  22.162304,  6.76,   22.120707,  5.70,   22.176331,  7.41,   22.231956,  3.29
  22.169249,  6.75,   22.127651,  5.71,   22.183275,  7.39,   22.238901,  3.25
  22.176191,  6.75,   22.134607,  5.71,   22.190220,  7.38,   22.245846,  3.20
  22.183136,  6.74,   22.141539,  5.70,   22.197165,  7.36,   22.252789,  3.15
  22.190081,  6.74,   22.148483,  5.70,   22.204109,  7.36,   22.259733,  3.09
  22.197025,  6.73,   22.155428,  5.71,   22.211054,  7.35,   22.266678,  3.05
  22.203970,  6.72,   22.162373,  5.71,   22.217999,  7.34,   22.273623,  3.01
  22.210915,  6.72,   22.169317,  5.71,   22.224941,  7.33,   22.280567,  2.95
  22.217859,  6.72,   22.176262,  5.71,   22.231886,  7.32,   22.287512,  2.91
  22.224804,  6.71,   22.183207,  5.71,   22.238831,  7.32,   22.294456,  2.86
  22.231749,  6.71,   22.190151,  5.71,   22.245775,  7.31,   22.301401,  2.80
  22.238691,  6.71,   22.197094,  5.70,   22.252720,  7.30,   22.308346,  2.76
  22.245636,  6.70,   22.204039,  5.71,   22.259665,  7.30,   22.315289,  2.74
  22.252581,  6.70,   22.210983,  5.70,   22.266609,  7.29,   22.322233,  2.68
  22.259525,  6.69,   22.217928,  5.70,   22.273554,  7.28,   22.329178,  2.66
  22.266470,  6.69,   22.224873,  5.70,   22.280499,  7.28,   22.336123,  2.61
  22.273415,  6.68,   22.231817,  5.70,   22.287441,  7.27,   22.343067,  2.56
  22.280359,  6.68,   22.238762,  5.70,   22.294386,  7.26,   22.350012,  2.52
  22.287304,  6.68,   22.245707,  5.71,   22.301331,  7.25,   22.356956,  2.50
  22.294249,  6.68,   22.252651,  5.71,   22.308275,  7.25,   22.363901,  2.47
  22.301191,  6.67,   22.259594,  5.71,   22.315220,  7.24,   22.370846,  2.45
  22.308136,  6.67,   22.266539,  5.71,   22.322165,  7.23,   22.377789,  2.40
  22.315081,  6.66,   22.273483,  5.71,   22.329109,  7.22,   22.384733,  2.37
  22.322025,  6.66,   22.280428,  5.71,   22.336054,  7.21,   22.391678,  2.34
  22.328970,  6.66,   22.287373,  5.71,   22.342999,  7.21,   22.398623,  2.30
  22.335915,  6.66,   22.294317,  5.71,   22.349941,  7.20,   22.405567,  2.16
  22.342859,  6.65,   22.301262,  5.71,   22.356886,  7.19,   22.412512,  2.09
  22.349804,  6.65,   22.308207,  5.70,   22.363831,  7.18,   22.419456,  2.06
  22.356749,  6.65,   22.315151,  5.70,   22.370775,  7.17,   22.426401,  2.02
  22.363691,  6.64,   22.322094,  5.69,   22.377720,  7.16,   22.433346,  2.03
  22.370636,  6.64,   22.329039,  5.69,   22.384665,  7.15,   22.440289,  1.99
  22.377581,  6.64,   22.335983,  5.68,   22.391609,  7.15,   22.447233,  1.97
